"CN","SPCD","common","diameter","height"
499582097126144,316,"red maple",8.7,63
499582102126144,316,"red maple",9.3,40
499582103126144,316,"red maple",8.5,61
499582106126144,316,"red maple",5.4,47
499582109126144,316,"red maple",8,64
499582111126144,375,"paper birch",9.7,66
499582113126144,375,"paper birch",10,63
499582114126144,318,"sugar maple",10.8,53
499582118126144,375,"paper birch",9,67
499582126126144,316,"red maple",7,41
499582128126144,375,"paper birch",9,63
499582137126144,316,"red maple",6.8,51
499582143126144,316,"red maple",5.3,33
499582144126144,316,"red maple",10.4,60
499582145126144,316,"red maple",8.8,51
499582147126144,746,"quaking aspen",14.3,72
499582152126144,746,"quaking aspen",13.5,71
499582153126144,316,"red maple",2.5,32
499582154126144,746,"quaking aspen",2.5,24
499596344126144,12,"balsam fir",8.8,51
499596348126144,375,"paper birch",6.3,33
499596349126144,12,"balsam fir",1.9,14
499596350126144,12,"balsam fir",5.6,31
499596351126144,746,"quaking aspen",7.4,55
499596352126144,12,"balsam fir",9.7,58
499596353126144,746,"quaking aspen",7,54
499596354126144,12,"balsam fir",6.1,46
499596357126144,95,"black spruce",10.7,58
499596359126144,746,"quaking aspen",8.2,55
499596360126144,746,"quaking aspen",4.4,44
499596361126144,12,"balsam fir",5,38
499596362126144,746,"quaking aspen",7.1,55
499596363126144,746,"quaking aspen",6.1,51
499596364126144,746,"quaking aspen",6.5,52
499596365126144,12,"balsam fir",2.3,18
499596366126144,746,"quaking aspen",5.5,49
499596367126144,746,"quaking aspen",5.6,53
499596368126144,746,"quaking aspen",5.1,43
499596369126144,12,"balsam fir",12,55
499596370126144,95,"black spruce",9.7,53
499596373126144,71,"tamarack (native)",11.7,67
499596374126144,71,"tamarack (native)",9.6,63
499596376126144,95,"black spruce",3.2,23
499596377126144,95,"black spruce",7.5,48
499596378126144,95,"black spruce",6.4,46
499596380126144,71,"tamarack (native)",5.1,42
499596381126144,71,"tamarack (native)",5.4,39
499596382126144,375,"paper birch",1.4,23
499596383126144,375,"paper birch",1.2,22
499596384126144,935,"American mountain-ash",1.1,17
499596385126144,95,"black spruce",7.2,48
499596386126144,95,"black spruce",8.2,40
499596387126144,71,"tamarack (native)",20.8,75
499596388126144,95,"black spruce",9.3,42
499596389126144,95,"black spruce",6.2,43
499596390126144,95,"black spruce",3.4,37
499596394126144,95,"black spruce",4.2,40
499596395126144,94,"white spruce",6.2,31
499596396126144,12,"balsam fir",1,8
499596397126144,71,"tamarack (native)",5,50
499566025126144,241,"northern white-cedar",16,53
499566032126144,12,"balsam fir",5.7,32
499566035126144,94,"white spruce",7.9,44
499566036126144,94,"white spruce",9.1,42
499566037126144,94,"white spruce",8.2,30
499566039126144,746,"quaking aspen",2.5,26
499566040126144,746,"quaking aspen",2.2,26
499566041126144,94,"white spruce",7.5,38
499566042126144,746,"quaking aspen",2.1,24
499566043126144,746,"quaking aspen",1.3,17
499566044126144,746,"quaking aspen",1.2,16
499566045126144,746,"quaking aspen",1.2,18
499566046126144,746,"quaking aspen",1,20
499566050126144,94,"white spruce",18,65
499566053126144,371,"yellow birch",17.5,60
499566057126144,12,"balsam fir",5,29
499566060126144,241,"northern white-cedar",17.9,53
499566062126144,241,"northern white-cedar",14.7,45
499566063126144,241,"northern white-cedar",13.4,54
499566064126144,241,"northern white-cedar",17.7,48
499566065126144,241,"northern white-cedar",15.2,53
499566066126144,241,"northern white-cedar",14.7,50
499566069126144,12,"balsam fir",5.3,36
499577338126144,94,"white spruce",9.2,36
499577339126144,94,"white spruce",10.1,47
499577341126144,543,"black ash",2.1,22
499577342126144,94,"white spruce",6,34
499577343126144,94,"white spruce",5.7,32
499577345126144,543,"black ash",8,43
499577346126144,543,"black ash",9.5,46
499577350126144,935,"American mountain-ash",3.9,25
499577352126144,935,"American mountain-ash",1.8,21
499577353126144,543,"black ash",5.8,40
499577354126144,935,"American mountain-ash",1.8,23
499577355126144,935,"American mountain-ash",2.1,22
499577357126144,761,"pin cherry",2.1,19
499577358126144,94,"white spruce",9.4,34
499577359126144,543,"black ash",2,22
499577360126144,94,"white spruce",7.3,36
499577361126144,543,"black ash",1.8,21
499577362126144,543,"black ash",2.3,22
499577363126144,543,"black ash",1.8,22
499577364126144,94,"white spruce",6,33
499577365126144,543,"black ash",1,16
499577366126144,543,"black ash",1,18
499577367126144,375,"paper birch",6.3,36
499577370126144,375,"paper birch",5.9,28
499577371126144,543,"black ash",7,35
499577372126144,921,"peachleaf willow",2.4,19
499577373126144,921,"peachleaf willow",3,23
499577374126144,921,"peachleaf willow",3.1,26
499577375126144,921,"peachleaf willow",3.4,26
499577376126144,94,"white spruce",6,30
499577377126144,94,"white spruce",7.6,39
499577378126144,94,"white spruce",5.3,31
499577379126144,921,"peachleaf willow",2.3,27
499577380126144,921,"peachleaf willow",4,27
499577381126144,543,"black ash",1.3,18
499577424126144,241,"northern white-cedar",13.9,47
499577425126144,375,"paper birch",9.8,52
499577426126144,241,"northern white-cedar",13.6,54
499577427126144,12,"balsam fir",2.4,18
499577428126144,375,"paper birch",6.9,48
499577429126144,12,"balsam fir",3.2,23
499577430126144,12,"balsam fir",2.8,24
499577431126144,12,"balsam fir",2.6,21
499577432126144,12,"balsam fir",2.5,22
499577433126144,12,"balsam fir",2.1,21
499577434126144,12,"balsam fir",6.3,41
499577435126144,375,"paper birch",5.7,45
499577436126144,12,"balsam fir",6.3,29
499577437126144,12,"balsam fir",1.3,10
499577438126144,12,"balsam fir",1.4,18
499577439126144,12,"balsam fir",1.2,16
499577440126144,94,"white spruce",1.5,18
499577441126144,12,"balsam fir",5.2,39
499577442126144,12,"balsam fir",7.8,55
499577443126144,375,"paper birch",11.2,56
499577444126144,241,"northern white-cedar",8.4,40
499577445126144,241,"northern white-cedar",11.1,50
499577446126144,241,"northern white-cedar",10.7,48
499577447126144,241,"northern white-cedar",8.3,41
499577448126144,241,"northern white-cedar",12.7,52
499577449126144,241,"northern white-cedar",12.4,47
499577450126144,241,"northern white-cedar",9,46
499577451126144,241,"northern white-cedar",12,48
499577452126144,241,"northern white-cedar",15.2,51
499577453126144,241,"northern white-cedar",7.8,45
499577454126144,12,"balsam fir",3.7,21
499577455126144,12,"balsam fir",6.3,38
499577456126144,12,"balsam fir",2,17
499577457126144,12,"balsam fir",1.9,15
499577458126144,12,"balsam fir",1.6,15
499577459126144,12,"balsam fir",1.2,13
499577460126144,12,"balsam fir",1.4,15
499577462126144,241,"northern white-cedar",15.6,51
499577463126144,241,"northern white-cedar",5.6,20
499577465126144,241,"northern white-cedar",11.2,42
499577466126144,241,"northern white-cedar",16.3,46
499577467126144,241,"northern white-cedar",12.2,40
499577469126144,12,"balsam fir",2.2,17
499577470126144,12,"balsam fir",1.5,14
499577473126144,241,"northern white-cedar",10.1,40
499577474126144,241,"northern white-cedar",9.4,37
499577476126144,241,"northern white-cedar",7.4,35
499577477126144,241,"northern white-cedar",6.2,38
499577479126144,241,"northern white-cedar",9.9,40
499577480126144,241,"northern white-cedar",11.1,43
499577482126144,241,"northern white-cedar",12.1,45
499577483126144,241,"northern white-cedar",8.5,35
499577484126144,241,"northern white-cedar",13.4,44
499577488126144,12,"balsam fir",5,46
499577489126144,12,"balsam fir",1.3,11
499616241126144,95,"black spruce",9.8,58
499616242126144,95,"black spruce",6.8,50
499616243126144,95,"black spruce",5.4,33
499616244126144,71,"tamarack (native)",2.2,20
499616245126144,95,"black spruce",6.8,48
499616246126144,95,"black spruce",8.1,47
499616247126144,95,"black spruce",7,55
499616248126144,95,"black spruce",9,68
499616249126144,95,"black spruce",9,67
499616250126144,95,"black spruce",1.9,16
499616251126144,95,"black spruce",1,10
499616252126144,375,"paper birch",1.1,11
499616253126144,95,"black spruce",8.6,59
499616254126144,95,"black spruce",7.4,46
499616255126144,95,"black spruce",8.8,63
499616256126144,71,"tamarack (native)",13.5,73
499616257126144,95,"black spruce",6.9,46
499616258126144,71,"tamarack (native)",17.7,86
499616260126144,95,"black spruce",10.5,74
499616261126144,95,"black spruce",7.4,52
499616262126144,12,"balsam fir",4,27
499616264126144,71,"tamarack (native)",1.6,20
499616265126144,95,"black spruce",1.2,12
499616266126144,12,"balsam fir",5.8,32
499616267126144,12,"balsam fir",5.2,28
499581530126144,375,"paper birch",6.5,54
499581532126144,375,"paper birch",6,53
499581533126144,746,"quaking aspen",8.7,58
499581536126144,375,"paper birch",5.9,52
499581537126144,375,"paper birch",9.3,57
499581538126144,375,"paper birch",6.4,54
499581539126144,375,"paper birch",9.9,60
499581541126144,95,"black spruce",6.7,49
499581542126144,95,"black spruce",7.8,48
499581543126144,746,"quaking aspen",9.6,58
499581544126144,746,"quaking aspen",7.5,56
499581545126144,375,"paper birch",5.3,43
499581546126144,12,"balsam fir",3.2,24
499581547126144,12,"balsam fir",1.6,11
499581548126144,12,"balsam fir",1.5,14
499581549126144,12,"balsam fir",2.2,16
499581550126144,95,"black spruce",6.6,39
499581551126144,95,"black spruce",1.6,13
499581552126144,12,"balsam fir",1,9
499581553126144,95,"black spruce",7.6,36
499581555126144,746,"quaking aspen",6.9,54
499581556126144,375,"paper birch",7.1,58
499581559126144,375,"paper birch",6.5,56
499581560126144,129,"eastern white pine",21.9,80
499581561126144,129,"eastern white pine",15.1,68
499581562126144,129,"eastern white pine",9.7,65
499581563126144,12,"balsam fir",1.7,14
499581564126144,12,"balsam fir",1.4,13
499581565126144,375,"paper birch",4.2,33
499581566126144,375,"paper birch",2.9,25
499581567126144,12,"balsam fir",4.1,30
499581568126144,12,"balsam fir",1.4,13
499581569126144,375,"paper birch",5,50
499581570126144,746,"quaking aspen",8.4,61
499581571126144,375,"paper birch",5.7,54
499581572126144,375,"paper birch",6.9,55
499581574126144,746,"quaking aspen",11.4,67
499581575126144,375,"paper birch",8.1,58
499581576126144,746,"quaking aspen",10.9,66
499581577126144,241,"northern white-cedar",9.8,42
499581578126144,375,"paper birch",9.7,57
499581579126144,746,"quaking aspen",9.2,58
499581580126144,375,"paper birch",6.4,52
499581582126144,12,"balsam fir",2.1,16
499581583126144,12,"balsam fir",5.6,34
499581584126144,12,"balsam fir",1.7,15
499581585126144,12,"balsam fir",5.4,41
499581586126144,12,"balsam fir",1,10
499595836126144,95,"black spruce",7.2,54
499595837126144,95,"black spruce",8.8,64
499595843126144,95,"black spruce",6.6,57
499595846126144,95,"black spruce",5.5,48
499595847126144,95,"black spruce",7.3,58
499595848126144,95,"black spruce",8.2,61
499595849126144,95,"black spruce",7.1,62
499595850126144,95,"black spruce",5.1,46
499595851126144,95,"black spruce",5.5,45
499595852126144,95,"black spruce",6.3,45
499595853126144,95,"black spruce",6.2,49
499595854126144,95,"black spruce",5.2,44
499595855126144,95,"black spruce",5.2,43
499595856126144,95,"black spruce",5.2,43
499595857126144,95,"black spruce",5.1,42
499595858126144,12,"balsam fir",7.3,48
499595859126144,746,"quaking aspen",10.3,59
499595860126144,95,"black spruce",5.4,34
499595861126144,95,"black spruce",3.5,26
499595862126144,95,"black spruce",2.5,21
499595863126144,12,"balsam fir",5.7,43
499595864126144,95,"black spruce",5.7,50
499595865126144,95,"black spruce",7.7,52
499595866126144,95,"black spruce",6.8,53
499595867126144,95,"black spruce",6.5,51
499595869126144,95,"black spruce",7.3,53
499595870126144,71,"tamarack (native)",6.5,45
499595871126144,95,"black spruce",6,52
499595872126144,95,"black spruce",5.7,49
499595873126144,95,"black spruce",5.3,45
499595874126144,95,"black spruce",6.6,51
499595875126144,95,"black spruce",5.1,49
499595876126144,95,"black spruce",5.4,49
499595877126144,95,"black spruce",7.4,53
499595878126144,95,"black spruce",4.4,31
499595879126144,95,"black spruce",3.3,18
499595880126144,95,"black spruce",5.1,48
499591625126144,241,"northern white-cedar",18,53
499591626126144,241,"northern white-cedar",7.3,37
499591627126144,241,"northern white-cedar",9.9,34
499591628126144,241,"northern white-cedar",11.5,42
499591629126144,95,"black spruce",10.3,49
499591630126144,241,"northern white-cedar",8.5,38
499591631126144,12,"balsam fir",7.8,48
499591633126144,241,"northern white-cedar",15.5,46
499591634126144,375,"paper birch",11.6,56
499591635126144,319,"mountain maple",2.5,32
499591637126144,241,"northern white-cedar",6.2,34
499591638126144,375,"paper birch",11.6,37
499591639126144,95,"black spruce",9.6,49
499591640126144,95,"black spruce",13,70
499591641126144,375,"paper birch",18.9,48
499591642126144,319,"mountain maple",2.3,13
499591643126144,319,"mountain maple",3.5,24
499591644126144,12,"balsam fir",6.5,43
499591645126144,12,"balsam fir",6.5,37
499591646126144,241,"northern white-cedar",13,41
499591647126144,241,"northern white-cedar",15.3,43
499591648126144,241,"northern white-cedar",16.6,43
499591649126144,241,"northern white-cedar",15.4,51
499591651126144,935,"American mountain-ash",7.4,49
499591652126144,241,"northern white-cedar",8.2,37
499591653126144,241,"northern white-cedar",8,38
499591654126144,375,"paper birch",8,52
499591655126144,375,"paper birch",7.7,43
499591656126144,375,"paper birch",14.9,66
499591657126144,12,"balsam fir",6.5,51
499580855126144,746,"quaking aspen",9.9,63
499580857126144,761,"pin cherry",2.1,31
499580858126144,761,"pin cherry",2.1,32
499580859126144,319,"mountain maple",1.4,17
499580862126144,375,"paper birch",6.4,46
499580864126144,375,"paper birch",5.5,41
499580865126144,375,"paper birch",5,39
499580866126144,746,"quaking aspen",8.6,60
499580867126144,746,"quaking aspen",9.3,65
499580868126144,746,"quaking aspen",7,59
499580869126144,319,"mountain maple",1.7,19
499580870126144,746,"quaking aspen",7.1,54
499580871126144,746,"quaking aspen",5.9,58
499580872126144,746,"quaking aspen",7.8,56
499580874126144,746,"quaking aspen",7.4,59
499580875126144,746,"quaking aspen",8.5,63
499580876126144,746,"quaking aspen",8.7,65
499580877126144,746,"quaking aspen",7.9,63
499580878126144,319,"mountain maple",1.2,16
499580879126144,319,"mountain maple",1.1,17
499580881126144,746,"quaking aspen",6.1,51
499580882126144,746,"quaking aspen",6.8,60
499580883126144,746,"quaking aspen",5.9,57
499580884126144,746,"quaking aspen",5,53
499580885126144,746,"quaking aspen",5.2,56
499580886126144,746,"quaking aspen",1,16
499580887126144,12,"balsam fir",7.2,45
499580888126144,12,"balsam fir",11,63
499580889126144,375,"paper birch",8.3,51
499580890126144,375,"paper birch",8.5,51
499580892126144,95,"black spruce",7.7,41
499580895126144,12,"balsam fir",10.1,52
499580897126144,12,"balsam fir",2.1,25
499580898126144,12,"balsam fir",3.2,31
499580899126144,12,"balsam fir",2.6,29
499580900126144,12,"balsam fir",1.3,19
499580902126144,12,"balsam fir",7.7,52
499580903126144,12,"balsam fir",5.9,46
499580904126144,12,"balsam fir",6.6,51
499580905126144,12,"balsam fir",7.8,51
499580906126144,12,"balsam fir",7.2,48
499580907126144,12,"balsam fir",6.1,49
499580908126144,12,"balsam fir",5.8,48
499580909126144,746,"quaking aspen",7.2,46
499580910126144,12,"balsam fir",5.3,47
499580911126144,12,"balsam fir",5.3,48
499580913126144,319,"mountain maple",1.4,22
499580914126144,935,"American mountain-ash",3.3,35
499580915126144,319,"mountain maple",1.7,21
499580917126144,746,"quaking aspen",9,57
499580918126144,746,"quaking aspen",6.6,58
499580920126144,746,"quaking aspen",6.6,61
499580921126144,746,"quaking aspen",7.2,59
499580922126144,746,"quaking aspen",6.4,57
499580923126144,746,"quaking aspen",5.4,54
499580924126144,746,"quaking aspen",6.1,56
499580925126144,746,"quaking aspen",6,57
499580926126144,746,"quaking aspen",5.2,53
499580928126144,746,"quaking aspen",5.4,53
499580927126144,746,"quaking aspen",5.1,56
499615990126144,95,"black spruce",10,51
499615991126144,375,"paper birch",8.3,45
499615992126144,375,"paper birch",17.9,53
499615993126144,12,"balsam fir",9.4,45
499615995126144,12,"balsam fir",6,38
499615996126144,316,"red maple",4.3,43
499615997126144,316,"red maple",6.2,44
499615999126144,95,"black spruce",1.4,9
499616000126144,316,"red maple",1.6,22
499616001126144,375,"paper birch",5.3,44
499616002126144,12,"balsam fir",7,38
499616004126144,316,"red maple",7.7,52
499616005126144,316,"red maple",7.3,42
499616006126144,746,"quaking aspen",15.6,69
499616007126144,316,"red maple",7.6,33
499616011126144,316,"red maple",6.7,33
499616013126144,316,"red maple",12.2,48
499616014126144,95,"black spruce",6.4,41
499616015126144,316,"red maple",6,40
499616016126144,12,"balsam fir",1.4,12
499616017126144,12,"balsam fir",1,7
499616018126144,371,"yellow birch",11,48
499616019126144,375,"paper birch",5.2,27
499616020126144,95,"black spruce",11,64
499616021126144,95,"black spruce",11,63
499616022126144,95,"black spruce",6.4,59
499616023126144,375,"paper birch",13.9,64
499616024126144,371,"yellow birch",5.9,42
499616025126144,371,"yellow birch",6.4,50
499616026126144,375,"paper birch",5.3,39
499616027126144,316,"red maple",1.4,23
499616028126144,94,"white spruce",5,30
499616029126144,375,"paper birch",8.8,52
499616031126144,95,"black spruce",8.1,50
499616032126144,375,"paper birch",7.1,50
499616033126144,375,"paper birch",6.1,43
499616034126144,94,"white spruce",2,26
499616035126144,94,"white spruce",1.4,21
499616036126144,94,"white spruce",7,48
499616040126144,12,"balsam fir",1.6,18
499616041126144,94,"white spruce",5.6,47
499616042126144,95,"black spruce",7.4,49
499616045126144,12,"balsam fir",2,22
499616047126144,95,"black spruce",6.5,47
499616049126144,375,"paper birch",4.9,34
499616050126144,319,"mountain maple",1.9,25
499616052126144,94,"white spruce",5.1,41
499616053126144,94,"white spruce",5.6,40
499616054126144,12,"balsam fir",5.4,43
499616055126144,95,"black spruce",6.1,46
499580771126144,746,"quaking aspen",12.6,71
499580773126144,95,"black spruce",10,51
499580774126144,746,"quaking aspen",11.9,70
499580776126144,746,"quaking aspen",15.3,74
499580777126144,746,"quaking aspen",13.6,69
499580778126144,12,"balsam fir",2.1,17
499580779126144,12,"balsam fir",5.5,39
499580780126144,12,"balsam fir",1,9
499580781126144,12,"balsam fir",1.2,10
499580782126144,12,"balsam fir",1.7,15
499580783126144,746,"quaking aspen",1.1,17
499580785126144,12,"balsam fir",1,8
499580786126144,95,"black spruce",8.7,55
499580784126144,95,"black spruce",9.3,55
499580788126144,95,"black spruce",9.1,51
499580789126144,95,"black spruce",7.3,49
499580790126144,921,"peachleaf willow",4.3,23
499580791126144,921,"peachleaf willow",7.4,28
499580792126144,921,"peachleaf willow",7.1,28
499580793126144,921,"peachleaf willow",1.4,22
499580796126144,746,"quaking aspen",14.9,80
499580798126144,95,"black spruce",7.9,48
499580800126144,12,"balsam fir",1,9
499580801126144,746,"quaking aspen",17,84
499580804126144,95,"black spruce",10.8,48
499580805126144,12,"balsam fir",10.9,52
499580806126144,746,"quaking aspen",22.8,82
499581644126144,375,"paper birch",12.5,38
499581645126144,241,"northern white-cedar",12.6,41
499581646126144,241,"northern white-cedar",14.5,36
499581647126144,935,"American mountain-ash",5.1,32
499581650126144,241,"northern white-cedar",9.5,34
499581651126144,241,"northern white-cedar",14.6,40
499581653126144,241,"northern white-cedar",11.9,33
499581654126144,241,"northern white-cedar",12.1,41
499581655126144,241,"northern white-cedar",8.5,35
499581657126144,319,"mountain maple",1.2,16
499581658126144,241,"northern white-cedar",5,29
499581659126144,12,"balsam fir",5.2,35
499581660126144,319,"mountain maple",1.2,14
499581661126144,319,"mountain maple",1.2,16
499581662126144,319,"mountain maple",1,15
499581663126144,12,"balsam fir",9,41
499581665126144,12,"balsam fir",4.8,33
499581666126144,12,"balsam fir",5.8,35
499581667126144,12,"balsam fir",5.5,37
499581668126144,318,"sugar maple",9.1,42
499581669126144,319,"mountain maple",1.5,18
499581670126144,319,"mountain maple",1.2,18
499581672126144,319,"mountain maple",1.5,19
499581674126144,319,"mountain maple",1.3,19
499581675126144,12,"balsam fir",6.1,36
499581676126144,12,"balsam fir",6.4,34
499581677126144,12,"balsam fir",6,33
499581678126144,319,"mountain maple",1.1,18
499622527126144,318,"sugar maple",15.5,68
499622528126144,94,"white spruce",15.8,75
499622529126144,94,"white spruce",8.9,50
499622535126144,318,"sugar maple",5.9,42
499622536126144,318,"sugar maple",5.7,48
499622537126144,318,"sugar maple",12.2,64
499622538126144,318,"sugar maple",8.8,66
499622539126144,318,"sugar maple",18.7,66
499622540126144,318,"sugar maple",10.8,46
499622541126144,318,"sugar maple",8,51
499622544126144,318,"sugar maple",6.3,47
499622546126144,318,"sugar maple",5.1,42
499622548126144,318,"sugar maple",1,13
499622549126144,318,"sugar maple",8.3,61
499622550126144,318,"sugar maple",9.5,63
499622551126144,318,"sugar maple",7.5,55
499622552126144,318,"sugar maple",10.8,63
499622553126144,318,"sugar maple",10.2,61
499622554126144,318,"sugar maple",11.1,75
499622555126144,318,"sugar maple",8,45
499622556126144,318,"sugar maple",12.9,75
499622558126144,318,"sugar maple",1.3,20
499622559126144,318,"sugar maple",1,17
499622565126144,318,"sugar maple",10.7,55
499622566126144,318,"sugar maple",7.3,54
499622567126144,318,"sugar maple",7.3,57
499622570126144,318,"sugar maple",3.1,35
499622571126144,318,"sugar maple",5.8,45
499622574126144,318,"sugar maple",1.2,11
499622572126144,318,"sugar maple",5.9,47
499622573126144,318,"sugar maple",5.8,44
499609604126144,12,"balsam fir",1.8,15
499609605126144,12,"balsam fir",4.9,32
499609606126144,12,"balsam fir",4.6,31
499609607126144,12,"balsam fir",1.6,13
499609609126144,12,"balsam fir",5.6,32
499609610126144,125,"red pine",18.9,75
499609613126144,95,"black spruce",6.6,38
499609614126144,94,"white spruce",1.5,17
499609615126144,12,"balsam fir",1.9,19
499609616126144,94,"white spruce",6.7,37
499609617126144,12,"balsam fir",1,11
499609619126144,12,"balsam fir",5.3,35
499609620126144,12,"balsam fir",5,35
499609621126144,94,"white spruce",6.1,38
499609622126144,95,"black spruce",1.2,13
499609623126144,12,"balsam fir",5,38
499609626126144,12,"balsam fir",6.7,37
499609628126144,12,"balsam fir",3.1,26
499609629126144,12,"balsam fir",6,33
499609630126144,12,"balsam fir",5.8,36
499609631126144,12,"balsam fir",1.6,14
499609632126144,12,"balsam fir",1.3,13
499609633126144,935,"American mountain-ash",1.5,21
499609634126144,12,"balsam fir",5.2,36
499609638126144,241,"northern white-cedar",11.4,44
499609640126144,241,"northern white-cedar",12.9,46
499609641126144,12,"balsam fir",2.2,21
499609642126144,12,"balsam fir",3.6,27
499609643126144,12,"balsam fir",3.7,28
499609644126144,12,"balsam fir",2,20
499609645126144,94,"white spruce",4.3,31
499609647126144,12,"balsam fir",1.9,14
499609648126144,12,"balsam fir",5.1,33
499609649126144,241,"northern white-cedar",6.5,40
499609650126144,12,"balsam fir",1.2,12
499609651126144,241,"northern white-cedar",14.5,33
499609652126144,241,"northern white-cedar",8.5,35
499609653126144,241,"northern white-cedar",9.8,48
499609654126144,241,"northern white-cedar",12.1,42
499609655126144,241,"northern white-cedar",13.2,42
499609656126144,241,"northern white-cedar",6.7,35
499609657126144,241,"northern white-cedar",15.1,45
499609659126144,375,"paper birch",6.1,32
499609660126144,12,"balsam fir",1.8,16
499609661126144,12,"balsam fir",1.8,15
499609662126144,12,"balsam fir",1.8,17
499609663126144,12,"balsam fir",2.6,22
499609664126144,12,"balsam fir",1.7,17
499609665126144,12,"balsam fir",1.8,18
499609702126144,746,"quaking aspen",5.2,47
499609844126144,746,"quaking aspen",14.3,85
499609845126144,746,"quaking aspen",12.2,79
499609846126144,12,"balsam fir",8.2,43
499609848126144,375,"paper birch",10.8,69
499609855126144,746,"quaking aspen",10.7,82
499609857126144,12,"balsam fir",6.6,47
499609859126144,12,"balsam fir",1,7
499609860126144,12,"balsam fir",7.8,46
499609861126144,375,"paper birch",7.7,63
499609862126144,746,"quaking aspen",8,64
499609863126144,12,"balsam fir",8,43
499609866126144,746,"quaking aspen",17.4,84
499609868126144,746,"quaking aspen",14.1,79
499609880126144,12,"balsam fir",2.5,18
499609883126144,12,"balsam fir",1.2,9
499609884126144,12,"balsam fir",1.2,10
499609885126144,12,"balsam fir",1.2,11
499609886126144,12,"balsam fir",1.4,12
499609887126144,746,"quaking aspen",10.8,81
499609893126144,375,"paper birch",6.8,59
499609894126144,375,"paper birch",5.8,60
499609896126144,746,"quaking aspen",11,74
499609897126144,12,"balsam fir",8.8,54
499609901126144,12,"balsam fir",10.6,58
499609902126144,375,"paper birch",4.9,57
499609903126144,746,"quaking aspen",17.9,87
499609900126144,375,"paper birch",9.7,69
499609906126144,746,"quaking aspen",14.3,84
499609908126144,746,"quaking aspen",20,85
499609909126144,746,"quaking aspen",11.7,86
499610035126144,105,"jack pine",4.8,26
499610036126144,375,"paper birch",2.1,25
499610038126144,375,"paper birch",2.5,26
499610040126144,375,"paper birch",2.3,25
499610041126144,375,"paper birch",1.5,17
499610042126144,375,"paper birch",1.1,16
499610043126144,375,"paper birch",1.1,14
499610044126144,375,"paper birch",1.8,23
499610047126144,105,"jack pine",5.2,31
499610048126144,746,"quaking aspen",3,35
499610049126144,746,"quaking aspen",2.3,26
499610050126144,746,"quaking aspen",1.2,14
499610051126144,375,"paper birch",1.8,20
499610052126144,375,"paper birch",1.6,20
499610053126144,375,"paper birch",1.1,15
499610054126144,375,"paper birch",1.1,17
499610055126144,746,"quaking aspen",5,34
499610056126144,375,"paper birch",1,16
499610059126144,105,"jack pine",5.5,28
499610060126144,746,"quaking aspen",1.7,19
499610062126144,746,"quaking aspen",1.7,19
499610064126144,746,"quaking aspen",1.6,16
499610065126144,746,"quaking aspen",2.9,25
499610069126144,746,"quaking aspen",1.3,15
499610070126144,105,"jack pine",1.4,15
499610073126144,746,"quaking aspen",2,19
499610074126144,746,"quaking aspen",1.8,19
499610075126144,746,"quaking aspen",2.3,23
499610076126144,746,"quaking aspen",3.7,30
499610078126144,375,"paper birch",5.3,40
499610079126144,746,"quaking aspen",5.1,33
499610077126144,746,"quaking aspen",1.1,8
499610081126144,375,"paper birch",1.4,16
499610082126144,375,"paper birch",1.3,17
499610123126144,375,"paper birch",10.3,57
499610125126144,375,"paper birch",8.8,58
499610126126144,375,"paper birch",8.6,57
499610127126144,375,"paper birch",7.7,57
499610128126144,375,"paper birch",7.4,58
499610129126144,375,"paper birch",7.4,55
499610130126144,129,"eastern white pine",11,46
499610135126144,375,"paper birch",7.6,58
499610136126144,375,"paper birch",7.8,58
499610137126144,12,"balsam fir",3.8,34
499610139126144,12,"balsam fir",1.8,12
499610140126144,12,"balsam fir",1,10
499610142126144,129,"eastern white pine",5,37
499610143126144,375,"paper birch",6.6,56
499610144126144,375,"paper birch",6.3,56
499610147126144,375,"paper birch",8.8,56
499610151126144,375,"paper birch",7.3,56
499610152126144,375,"paper birch",12.2,58
499610153126144,375,"paper birch",6.7,55
499610154126144,375,"paper birch",8.9,57
499610155126144,375,"paper birch",6.7,57
499610156126144,375,"paper birch",11,59
499610157126144,375,"paper birch",9.1,59
499610158126144,375,"paper birch",8.8,58
499610159126144,12,"balsam fir",3,20
499610160126144,316,"red maple",5.6,43
499610161126144,12,"balsam fir",5,32
499610162126144,12,"balsam fir",2.2,16
499610163126144,316,"red maple",5.4,45
499610164126144,316,"red maple",5.8,43
499610165126144,129,"eastern white pine",1.5,17
499610166126144,12,"balsam fir",1,11
499610167126144,375,"paper birch",10.7,62
499610168126144,375,"paper birch",6.6,60
499610169126144,375,"paper birch",10.1,62
499610171126144,375,"paper birch",5.8,59
499610172126144,375,"paper birch",10.2,62
499610174126144,375,"paper birch",9.6,61
499610175126144,746,"quaking aspen",13.3,71
499610176126144,375,"paper birch",6.3,56
499610177126144,375,"paper birch",5.7,57
499610179126144,375,"paper birch",6.9,56
499610181126144,375,"paper birch",7.1,60
499610182126144,375,"paper birch",5.5,54
499610180126144,375,"paper birch",6.9,56
499610184126144,375,"paper birch",5.7,43
499610185126144,12,"balsam fir",2.6,18
499610186126144,12,"balsam fir",1.9,16
499610187126144,12,"balsam fir",2.4,23
499610189126144,12,"balsam fir",2.6,20
499610190126144,319,"mountain maple",1,15
499610192126144,375,"paper birch",11.2,62
